Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-BirminghamCC-1002325,Summer In Southside,SUMMER IN SOUTHSIDE; Arts and culture; ,GBP,,3000,,2014-10-02T00:00:00+00:00,,2014-10-02T00:00:00+00:00,2014-12-31T00:00:00+00:00,,,,,GB-COH-01446309,Birminghamhippodrome Theatre Trust Ltd,,1446309,B5 4TB,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2014011810LOTT,Teenage Gymnastic Sessions in Castle Vale,"Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Teenage Gymnastic Sessions in Castle Vale'. This project is a Gymnastics project, with a focus on younger beneficiaries.",GBP,,9842,9842,2014-10-01T00:00:00+00:00,,2014-09-30T00:00:00+00:00,2015-08-25T00:00:00+00:00,11,,,,360G-SE-2014011810,Erdington Gym Club,,,B33 8PN,,,,,,,,,,GB-COH-RC000766,Sport England,,SG,Small Grants,http://www.sportengland.org/funding,B35 7NL,GB,,,"Birmingham, Erdington",,E14000561,WPC,Birmingham,,E08000025,LAD,,,E01009097,LSOA,,,,,,,,,,,,,,,,,Yes,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Birmingham District,E08000025,Stechford and Yardley North Ward,E05001209,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002526,Older Adults Day Opportunities,OLDER ADULTS DAY OPPORTUNITIES; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,816,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02104152,Age Concern Birmingham,,2104152,B72 1SH,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton Trinity Ward,E05001213,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002617,Elders' Support,ELDERS' SUPPORT; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,16913,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-522842,Allens Cross Community Association,522842,,B31 5BG,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Longbridge Ward,E05001194,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003402,The Independent Living Service,THE INDEPENDENT LIVING SERVICE; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,51206,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02897250,Birmingham Disability Resource Centre,,2897250,B33 0LD,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Shard End Ward,E05001203,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002423,The Birmingham Mind Wellbeing & Recovery,THE BIRMINGHAM MIND WELLBEING & RECOVERY; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Mental Health,GBP,,156397,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-1003906,Birmingham Mind,1003906,,B1 3JR,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002937,People First Birmingham,PEOPLE FIRST BIRMINGHAM; Health and wellbeing; ,GBP,,20000,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-00421688,Birmingham Voluntary Services Council,,421688,B5 6DR,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003228,Urconnectable,URCONNECTABLE; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice & Information ,GBP,,10625,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-529464,Cerebral Palsy Midlands,529464,,B17 0AQ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Harborne Ward,E05001189,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002443,The Four Seasons Community Health & Well,THE FOUR SEASONS COMMUNITY HEALTH & WELL; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice & Information ,GBP,,20952,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03506460,Compass Support Services Ltd,,3506460,B35 7PX,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Tyburn Ward,E05001215,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002405,Advocacy One Stop,ADVOCACY ONE STOP; Housing and advice; ,GBP,,147552,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-07987156,Advocacy Matters Ltd,,7987156,B73 5UE,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton Vesey Ward,E05001214,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002406,Older Adults Day Opportunities,OLDER ADULTS DAY OPPORTUNITIES; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,107684,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02104152,Age Concern Birmingham,,2104152,B72 1SH,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton Trinity Ward,E05001213,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002462,Apna Ghar Services,APNA GHAR SERVICES; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,44424.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03279108,Apna Ghar 1995 Ltd,,3279108,B12 9HD,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002576,Domestic Violence Safety Unit,DOMESTIC VIOLENCE SAFETY UNIT; Community safety; Adult Social Care & Health Third Sector Grants  - Domestic Violence,GBP,,123675.29,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03509538,Birmingham And Solihull Womens Aid,,3509538,B5 7AA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002293,Asian Elders Advice & Outreach,ASIAN ELDERS ADVICE & OUTREACH; Health and wellbeing; ,GBP,,24775,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-04351686,Birmingham Asian Resource Centre,,4351686,B20 2QS,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Lozells and East Handsworth Ward,E05001195,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003132,Chinese Mental Health Carer Support,CHINESE MENTAL HEALTH CARER SUPPORT; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Mental Health,GBP,,6395.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03093200,Chinese Community Centre - Bham,,3093200,B12 0NS,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003231,Community Support Service,COMMUNITY SUPPORT SERVICE; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice & Information ,GBP,,27890,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03353444,Focus Birmingham,,3353444,B17 9AT,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Quinton Ward,E05001201,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002410,Community Care,COMMUNITY CARE; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,8333,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-grange_park_digby_north_res_assn,Grange Park & Digby North Res Assn,,,B10 9ND,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Bordesley Green Ward,E05001182,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002421,Home From Hospital,HOME FROM HOSPITAL; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,47788,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-517190,Home From Hospital Care,517190,,B29 6LE,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Bournville Ward,E05001183,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002435,"Community Hub, You Choose & Our Choice","COMMUNITY HUB, YOU CHOOSE & OUR CHOICE; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Advice and support",GBP,,123632,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03006451,Midland Mencap,,3006451,B13 8JR,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Moseley and Kings Heath Ward,E05001196,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002445,Oscar Cares,OSCAR CARES; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice & Information ,GBP,,2331.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-05311442,Oscar (Birmingham) Ltd,,5311442,B1 3NJ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002881,Transport For All,TRANSPORT FOR ALL; Older people; ,GBP,,23796.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-04256086,Shencare Community Transport,,4256086,B31 2XT,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Northfield Ward,E05001198,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003196,"Tackling Homelessness, Alcohol Misuse An","TACKLING HOMELESSNESS, ALCOHOL MISUSE AN; Housing and advice; ",GBP,,97494.58,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-02-28T00:00:00+00:00,,,,,GB-COH-03094905,Sifa Fireside,,3094905,B9 4DY,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002891,Working With Elderly People,WORKING WITH ELDERLY PEOPLE; Older people; ,GBP,,14312.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-south_aston_church_centre,South Aston Church Centre,,,B20 3BB,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002876,Aspire,ASPIRE; Health and wellbeing; ,GBP,,12410.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-uk_asian_womens_centre,Uk Asian Womens Centre,,,B19 1BX,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Lozells and East Handsworth Ward,E05001195,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002309,Nechells Ward- Skills And Employability,NECHELLS WARD- SKILLS AND EMPLOYABILITY; Jobs and skills; Community Chest,GBP,,16900,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-07841092 ,Great Health Care Ltd,,07841092 ,B6 7BU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Community Chest,,,,,WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Perry Barr Ward,E05001200,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002429,Kinmos Volunteer Services,KINMOS VOLUNTEER SERVICES; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Mental Health,GBP,,68775,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-519738,Kinmos Volunteer Group,519738,,B14 7AR,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Moseley and Kings Heath Ward,E05001196,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002432,Disability Information Resource Centre S,DISABILITY INFORMATION RESOURCE CENTRE S; Health and wellbeing; ,GBP,,9946.23,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-08295130,Lisieux Trust,,8295130,B23 6QU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Erdington Ward,E05001186,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
